Service,Destination,0-1kg,1-2kg,2-3kg,3-4kg,4-5kg,5-6kg,6-7kg,7-8kg,8-9kg,9-10kg,10-11kg,11-12kg,12-13kg,13-14kg,14-15kg,15-16kg,16-17kg,17-18kg,18-19kg,19-20kg,20-21kg,21-22kg,22-23kg,23-24kg,24-25kg,25-26kg,26-27kg,27-28kg,28-29kg,29-30kg,Surcharge per Additional kg after 30KG
ER3,Austria,£7.30,£7.92,£8.32,£9.08,£9.90,£11.33,£12.16,£12.93,£13.75,£14.58,£15.80,£17.02,£18.24,£19.46,£20.68,£21.57,£22.46,£23.35,£24.24,£25.14,£26.61,£28.08,£29.56,£31.03,£32.51,£33.56,£34.62,£35.67,£36.73,£37.79,£0.70
ER3,Belgium,£7.55,£10.07,£10.12,£10.18,£10.23,£10.64,£11.44,£12.16,£12.87,£13.59,£14.67,£15.76,£16.85,£17.94,£19.03,£19.81,£20.59,£21.37,£22.15,£22.94,£24.19,£25.44,£26.70,£27.95,£29.21,£30.17,£31.14,£32.11,£33.08,£34.05,£0.78
ER3,Bulgaria,£8.58,£10.89,£10.95,£11.00,£11.41,£12.87,£13.92,£15.02,£16.12,£17.22,£18.81,£20.41,£22.00,£23.60,£25.19,£26.42,£27.65,£28.89,£30.12,£31.35,£33.15,£34.96,£36.76,£38.57,£40.37,£41.89,£43.41,£44.92,£46.44,£47.96,£1.14
ER3,Croatia,£9.57,£12.54,£12.54,£12.60,£12.65,£12.71,£13.59,£14.52,£15.46,£16.39,£17.80,£19.21,£20.61,£22.02,£23.43,£24.44,£25.45,£26.47,£27.48,£28.49,£30.12,£31.75,£33.37,£35.00,£36.63,£37.91,£39.18,£40.46,£41.73,£43.01,£0.96
ER3,Czech Republic,£7.87,£8.58,£8.64,£8.69,£8.85,£10.18,£11.06,£11.88,£12.82,£13.64,£14.93,£16.21,£17.50,£18.79,£20.08,£21.05,£22.03,£23.01,£23.99,£24.97,£26.55,£28.14,£29.72,£31.31,£32.89,£34.02,£35.16,£36.29,£37.42,£38.56,£0.72
ER3,Denmark,£8.79,£9.33,£10.34,£11.33,£12.27,£13.75,£14.63,£15.57,£16.50,£17.33,£18.73,£20.14,£21.55,£22.96,£24.37,£25.36,£26.35,£27.34,£28.33,£29.32,£30.97,£32.62,£34.27,£35.92,£37.57,£38.79,£40.01,£41.23,£42.45,£43.67,£0.78
ER3,Estonia,£9.75,£10.66,£11.65,£12.76,£13.53,£14.24,£14.94,£15.68,£16.38,£17.11,£18.48,£19.86,£21.23,£22.61,£23.98,£25.01,£26.05,£27.08,£28.12,£29.15,£30.72,£32.30,£33.87,£35.44,£37.02,£38.30,£39.59,£40.88,£42.16,£43.45,£1.36
ER3,Finland,£11.92,£12.98,£15.68,£16.72,£17.60,£19.42,£20.24,£21.18,£22.06,£22.94,£24.43,£25.93,£27.42,£28.92,£30.42,£31.38,£32.35,£33.32,£34.29,£35.26,£36.80,£38.34,£39.88,£41.42,£42.96,£44.21,£45.46,£46.72,£47.97,£49.23,£2.38
ER3,France,£9.03,£9.80,£10.76,£11.96,£12.72,£13.43,£14.21,£15.01,£15.78,£16.54,£17.05,£17.84,£18.61,£19.37,£20.12,£20.91,£21.67,£22.44,£23.22,£23.99,£24.76,£25.53,£26.30,£27.06,£27.84,£28.58,£29.37,£30.12,£30.91,£31.68,£0.94
ER3,Germany,£7.22,£7.73,£8.27,£8.93,£9.36,£9.75,£10.11,£10.61,£10.98,£11.36,£11.75,£12.14,£13.05,£13.65,£14.80,£15.19,£15.59,£15.98,£16.38,£16.78,£17.40,£18.03,£18.66,£19.28,£19.91,£20.42,£20.92,£21.43,£21.93,£22.44,£1.08
ER3,Greece,£8.81,£9.63,£11.77,£13.04,£14.14,£16.12,£17.49,£18.87,£20.24,£21.67,£23.58,£25.50,£27.41,£29.33,£31.24,£32.74,£34.23,£35.73,£37.22,£38.72,£40.96,£43.21,£45.45,£47.70,£49.94,£51.71,£53.48,£55.25,£57.02,£58.80,£1.77
ER3,Hungary,£7.00,£8.58,£8.69,£9.63,£10.56,£12.16,£13.04,£13.92,£14.80,£15.73,£17.06,£18.39,£19.72,£21.05,£22.39,£23.40,£24.41,£25.42,£26.43,£27.45,£29.02,£30.59,£32.16,£33.74,£35.31,£36.54,£37.77,£39.01,£40.24,£41.47,£0.85
ER3,Ireland,£12.45,£13.05,£13.66,£14.38,£14.68,£14.93,£15.18,£15.54,£16.06,£16.12,£16.32,£16.59,£17.17,£17.46,£17.74,£18.03,£18.33,£18.60,£18.89,£19.18,£19.63,£19.91,£20.22,£20.51,£20.80,£21.43,£22.23,£23.03,£23.84,£24.64,£0.80
ER3,Italy,£11.44,£12.38,£12.43,£12.49,£12.54,£13.20,£13.42,£15.07,£15.13,£15.18,£15.42,£15.66,£15.91,£16.34,£16.77,£17.24,£17.70,£18.15,£18.60,£19.06,£19.67,£20.14,£20.72,£21.47,£22.22,£22.76,£23.30,£23.84,£24.38,£24.92,£0.96
ER3,Sardinia,£11.44,£12.38,£12.43,£12.49,£12.54,£13.20,£13.42,£15.07,£15.13,£15.18,£15.42,£15.66,£15.91,£16.34,£16.77,£17.24,£17.70,£18.15,£18.60,£19.06,£19.67,£20.14,£20.72,£21.47,£22.22,£22.76,£23.30,£23.84,£24.38,£24.92,£0.96
ER3,Sicily,£11.44,£12.38,£12.43,£12.49,£12.54,£13.20,£13.42,£15.07,£15.13,£15.18,£15.42,£15.66,£15.91,£16.34,£16.77,£17.24,£17.70,£18.15,£18.60,£19.06,£19.67,£20.14,£20.72,£21.47,£22.22,£22.76,£23.30,£23.84,£24.38,£24.92,£0.96
ER3,Latvia,£11.50,£17.77,£17.82,£17.88,£17.93,£17.99,£18.04,£18.10,£18.15,£18.21,£19.05,£19.90,£20.75,£21.59,£22.44,£23.44,£24.44,£25.44,£26.44,£27.45,£28.99,£30.53,£32.07,£33.61,£35.15,£36.39,£37.63,£38.87,£40.12,£41.36,£1.03
ER3,Lithuania,£8.41,£9.24,£10.62,£11.66,£12.54,£14.08,£14.91,£15.79,£16.72,£17.55,£18.90,£20.25,£21.60,£22.96,£24.31,£25.28,£26.25,£27.21,£28.18,£29.15,£30.76,£32.36,£33.97,£35.57,£37.18,£38.36,£39.53,£40.71,£41.89,£43.07,£1.14
ER3,Luxembourg,£9.90,£12.05,£12.10,£12.16,£12.21,£12.27,£12.49,£13.42,£14.36,£15.18,£16.53,£17.89,£19.24,£20.59,£21.95,£22.95,£23.95,£24.95,£25.95,£26.95,£28.56,£30.16,£31.77,£33.37,£34.98,£36.16,£37.33,£38.51,£39.69,£40.87,£0.79
ER3,Malta,£10.38,£12.54,£13.04,£14.42,£15.26,£16.50,£17.82,£19.20,£20.57,£21.89,£23.91,£25.94,£27.96,£29.99,£32.01,£33.53,£35.05,£36.56,£38.08,£39.60,£41.95,£44.31,£46.66,£49.02,£51.37,£53.22,£55.07,£56.91,£58.76,£60.61,£0.98
ER3,Netherlands,£7.56,£8.13,£8.69,£9.33,£9.82,£10.32,£10.82,£11.46,£11.98,£12.48,£13.01,£13.54,£14.57,£15.10,£15.65,£16.21,£16.78,£17.32,£17.87,£18.44,£19.23,£19.79,£20.37,£20.92,£21.48,£22.05,£22.61,£23.17,£23.75,£24.31,£0.82
ER3,Poland,£6.92,£8.20,£8.75,£9.68,£10.51,£11.99,£12.87,£13.75,£14.58,£15.46,£16.76,£18.07,£19.38,£20.69,£22.00,£22.96,£23.91,£24.87,£25.83,£26.79,£28.36,£29.93,£31.50,£33.08,£34.65,£35.79,£36.94,£38.08,£39.23,£40.37,£0.57
ER3,Portugal,£9.13,£11.50,£11.50,£12.54,£14.08,£16.39,£17.82,£19.31,£20.79,£22.33,£24.48,£26.62,£28.77,£30.91,£33.06,£34.69,£36.33,£37.97,£39.61,£41.25,£43.84,£46.42,£49.01,£51.59,£54.18,£56.19,£58.20,£60.21,£62.23,£64.24,£1.04
ER3,Romania,£9.44,£10.34,£10.46,£11.44,£12.60,£14.58,£15.73,£16.83,£17.99,£19.20,£20.91,£22.63,£24.34,£26.06,£27.78,£29.08,£30.39,£31.70,£33.01,£34.32,£36.44,£38.57,£40.69,£42.81,£44.94,£46.46,£47.99,£49.52,£51.05,£52.58,£0.67
ER3,Slovakia,£9.13,£11.17,£11.22,£11.28,£11.33,£12.98,£13.81,£14.80,£15.73,£16.61,£18.05,£19.49,£20.93,£22.37,£23.82,£24.82,£25.82,£26.82,£27.82,£28.82,£30.45,£32.08,£33.70,£35.33,£36.96,£38.25,£39.53,£40.82,£42.11,£43.40,£0.91
ER3,Slovenia,£7.66,£9.63,£9.68,£10.45,£11.50,£13.37,£14.36,£15.40,£16.45,£17.49,£19.05,£20.61,£22.18,£23.74,£25.30,£26.47,£27.63,£28.80,£29.96,£31.13,£33.01,£34.89,£36.77,£38.65,£40.54,£41.97,£43.40,£44.83,£46.26,£47.69,£0.67
ER3,Spain,£8.04,£9.82,£14.47,£15.51,£16.50,£19.64,£19.69,£21.51,£23.93,£26.84,£26.85,£26.86,£26.87,£26.88,£26.90,£26.91,£26.92,£26.93,£26.94,£26.95,£27.98,£29.02,£30.05,£31.09,£32.12,£33.13,£34.14,£35.16,£36.17,£37.18,£1.24
ER3,Sweden,£10.91,£11.94,£13.02,£14.18,£14.77,£15.31,£15.84,£16.53,£17.07,£17.61,£18.19,£19.54,£20.94,£22.35,£23.76,£24.79,£25.83,£26.86,£27.90,£28.93,£30.58,£32.23,£33.88,£35.53,£37.18,£38.45,£39.71,£40.98,£42.24,£43.51,£1.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECA,Austria,£12.58,£13.70,£14.83,£16.06,£17.25,£18.35,£19.41,£20.53,£21.59,£22.67,£23.83,£25.33,£26.83,£28.31,£29.79,£31.30,£32.80,£34.28,£35.76,£37.26,£38.76,£40.26,£41.76,£43.25,£44.73,£46.21,£47.71,£49.19,£50.69,£52.19,£2.39
ECA,Belgium,£13.75,£15.08,£16.41,£17.85,£19.24,£20.54,£21.81,£23.14,£24.40,£25.68,£26.98,£28.28,£29.58,£30.84,£32.12,£33.42,£34.72,£35.99,£37.26,£38.56,£39.86,£41.16,£42.46,£43.72,£45.00,£46.27,£47.57,£48.84,£50.14,£51.44,£1.29
ECA,Bulgaria,£14.52,£17.61,£20.69,£23.88,£27.03,£30.07,£33.10,£36.19,£39.21,£42.24,£45.28,£48.34,£51.39,£54.41,£57.43,£60.49,£63.55,£66.57,£69.60,£72.64,£75.70,£78.75,£81.80,£84.83,£87.85,£90.88,£93.92,£96.95,£100.00,£103.06,£3.05
ECA,Croatia,£14.77,£16.65,£18.55,£20.55,£22.50,£24.37,£26.20,£28.09,£29.93,£31.75,£33.62,£35.48,£37.34,£39.18,£41.00,£42.86,£44.73,£46.56,£48.40,£50.25,£52.11,£53.97,£55.84,£57.67,£59.51,£61.33,£63.20,£65.03,£66.89,£68.76,£1.85
ECA,Czech Republic,£18.09,£19.23,£20.37,£21.64,£22.84,£23.96,£25.04,£26.19,£27.27,£28.36,£29.48,£30.60,£31.71,£32.79,£33.88,£35.00,£36.11,£37.20,£38.29,£39.40,£40.52,£41.63,£42.75,£43.84,£44.92,£46.01,£47.13,£48.22,£49.32,£50.44,£1.11
ECA,Denmark,£17.82,£19.41,£21.01,£22.71,£24.37,£25.93,£27.47,£29.06,£30.60,£32.13,£33.70,£35.26,£36.83,£38.36,£39.89,£41.46,£43.03,£44.56,£46.10,£47.66,£49.22,£50.79,£52.35,£53.89,£55.43,£56.96,£58.52,£60.05,£61.62,£63.19,£1.56
ECA,Estonia,£29.47,£31.76,£34.06,£36.48,£38.83,£41.10,£43.34,£45.64,£47.88,£50.12,£52.38,£54.66,£56.92,£59.16,£61.40,£63.67,£65.95,£68.19,£70.43,£72.69,£74.96,£77.22,£79.50,£81.74,£83.98,£86.22,£88.49,£90.73,£92.99,£95.27,£2.26
ECA,Finland,£28.03,£33.25,£38.46,£43.79,£49.07,£54.25,£59.40,£64.61,£69.78,£74.93,£80.11,£85.30,£90.47,£93.69,£95.98,£98.22,£100.46,£102.76,£105.00,£107.30,£109.54,£111.78,£114.07,£116.31,£118.55,£120.85,£123.09,£125.33,£127.62,£129.86,£5.17
ECA,France,£14.99,£16.16,£17.34,£18.57,£19.78,£20.93,£22.08,£23.25,£24.39,£25.52,£26.69,£27.84,£29.01,£30.14,£31.28,£32.45,£33.60,£34.74,£35.88,£37.04,£38.20,£39.26,£40.15,£40.99,£41.83,£42.67,£43.51,£44.41,£45.25,£46.09,£1.15
ECA,Corsica,£14.99,£16.16,£17.34,£18.57,£19.78,£20.93,£22.08,£23.25,£24.39,£25.52,£26.69,£27.84,£29.01,£30.14,£31.28,£32.45,£33.60,£34.74,£35.88,£37.04,£38.20,£39.26,£40.15,£40.99,£41.83,£42.67,£43.51,£44.41,£45.25,£46.09,£1.15
ECA,Monaco,£14.99,£16.16,£17.34,£18.57,£19.78,£20.93,£22.08,£23.25,£24.39,£25.52,£26.69,£27.84,£29.01,£30.14,£31.28,£32.45,£33.60,£34.74,£35.88,£37.04,£38.20,£39.26,£40.15,£40.99,£41.83,£42.67,£43.51,£44.41,£45.25,£46.09,£1.15
ECA,Germany,£14.44,£15.31,£16.17,£17.10,£18.00,£18.85,£19.68,£20.55,£21.38,£22.22,£23.07,£23.91,£24.76,£25.60,£26.43,£27.28,£28.13,£28.97,£29.80,£30.65,£31.51,£32.36,£33.21,£34.04,£34.88,£35.71,£36.56,£37.39,£38.24,£39.09,£0.84
ECA,Gibraltar,£21.68,£29.49,£37.28,£45.20,£53.07,£60.84,£68.58,£76.38,£84.12,£91.87,£95.70,£97.55,£99.34,£101.61,£108.21,£114.84,£121.47,£128.08,£134.69,£141.32,£147.94,£154.57,£161.20,£167.81,£174.42,£181.02,£187.65,£194.26,£200.89,£207.52,£10.60
ECA,Greece,£19.50,£24.30,£29.12,£34.04,£38.91,£43.69,£48.44,£53.26,£58.00,£62.75,£67.54,£72.32,£76.33,£77.95,£79.58,£81.14,£82.82,£84.45,£86.02,£87.64,£89.32,£90.89,£92.51,£94.19,£95.82,£97.38,£99.01,£100.69,£102.26,£103.88,£4.77
ECA,Guernsey,£10.29,£11.82,£13.34,£15.01,£16.60,£18.09,£19.54,£21.07,£22.51,£23.97,£25.46,£26.94,£28.43,£29.88,£31.33,£32.84,£34.54,£36.22,£37.90,£39.60,£41.30,£43.00,£44.70,£46.38,£48.05,£49.73,£51.43,£53.11,£54.81,£56.51,£2.71
ECA,Hungary,£13.82,£14.93,£16.05,£17.27,£18.45,£19.52,£20.57,£21.68,£22.74,£23.79,£24.88,£25.95,£27.04,£28.09,£29.14,£30.22,£31.30,£32.36,£33.41,£34.48,£35.57,£36.65,£37.73,£38.79,£39.84,£40.89,£41.97,£43.02,£44.11,£45.18,£1.08
ECA,Iceland,£45.30,£48.44,£53.98,£61.71,£67.80,£73.36,£78.88,£84.17,£89.04,£93.97,£95.70,£97.55,£99.34,£101.19,£102.98,£104.78,£106.57,£108.36,£110.15,£112.00,£113.79,£115.58,£117.38,£119.11,£120.90,£122.70,£124.49,£126.28,£128.07,£129.86,£5.54
ECA,Ireland,£15.30,£16.74,£18.18,£19.69,£21.17,£22.59,£24.00,£25.45,£26.86,£28.26,£29.69,£31.11,£32.55,£33.95,£35.36,£36.79,£38.21,£39.63,£41.04,£42.46,£43.89,£45.32,£46.74,£48.15,£49.56,£50.29,£50.79,£51.35,£51.91,£52.42,£1.42
ECA,Italy,£18.68,£19.92,£21.37,£24.93,£28.46,£31.93,£35.39,£38.88,£42.33,£45.79,£49.26,£52.73,£56.20,£59.66,£63.11,£66.59,£70.06,£73.51,£76.97,£80.44,£83.91,£87.38,£90.86,£94.31,£97.77,£101.22,£104.69,£108.15,£111.62,£115.09,£5.54
ECA,Sardinia,£18.68,£19.92,£21.37,£24.93,£28.46,£31.93,£35.39,£38.88,£42.33,£45.79,£49.26,£52.73,£56.20,£59.66,£63.11,£66.59,£70.06,£73.51,£76.97,£80.44,£83.91,£87.38,£90.86,£94.31,£97.77,£101.22,£104.69,£108.15,£111.62,£115.09,£5.54
ECA,Sicily,£18.68,£19.92,£21.37,£24.93,£28.46,£31.93,£35.39,£38.88,£42.33,£45.79,£49.26,£52.73,£56.20,£59.66,£63.11,£66.59,£70.06,£73.51,£76.97,£80.44,£83.91,£87.38,£90.86,£94.31,£97.77,£101.22,£104.69,£108.15,£111.62,£115.09,£5.54
ECA,San Marino,£18.68,£19.92,£21.17,£22.52,£23.83,£25.04,£26.23,£27.47,£28.66,£29.85,£31.06,£32.27,£33.49,£34.68,£35.86,£37.07,£38.28,£39.47,£40.66,£41.87,£43.09,£44.30,£45.52,£46.70,£47.88,£49.07,£50.29,£51.46,£52.68,£53.89,£5.54
ECA,Vatican City State,£18.68,£19.92,£21.17,£22.52,£23.83,£25.04,£26.23,£27.47,£28.66,£29.85,£31.06,£32.27,£33.49,£34.68,£35.86,£37.07,£38.28,£39.47,£40.66,£41.87,£43.09,£44.30,£45.52,£46.70,£47.88,£49.07,£50.29,£51.46,£52.68,£53.89,£5.54
ECA,Jersey,£10.64,£12.14,£13.63,£15.27,£16.83,£18.29,£19.71,£21.21,£22.64,£24.05,£25.51,£26.97,£28.43,£29.85,£31.27,£32.73,£34.18,£35.60,£37.03,£38.48,£39.95,£41.41,£42.86,£44.28,£45.71,£47.13,£48.59,£50.01,£51.46,£52.92,£1.44
ECA,Latvia,£29.48,£31.80,£34.12,£36.55,£38.92,£41.22,£43.47,£45.79,£48.05,£50.30,£52.60,£54.88,£57.16,£59.43,£61.69,£63.97,£66.26,£68.52,£70.77,£73.07,£75.35,£77.64,£79.92,£82.19,£84.45,£86.70,£89.00,£91.25,£93.54,£95.83,£2.27
ECA,Lithuania,£17.37,£19.45,£21.54,£23.73,£25.87,£27.93,£29.95,£32.03,£34.06,£36.08,£38.14,£40.19,£42.24,£44.26,£46.28,£48.34,£50.39,£52.40,£54.43,£56.48,£58.54,£60.59,£62.64,£64.67,£66.68,£68.71,£70.76,£72.79,£74.84,£76.89,£2.04
ECA,Luxembourg,£12.66,£14.10,£16.38,£19.58,£22.74,£25.84,£28.93,£32.05,£35.13,£38.22,£41.33,£44.43,£47.53,£50.62,£53.71,£56.81,£59.92,£63.00,£66.09,£69.19,£72.30,£75.40,£78.51,£81.59,£84.68,£87.76,£90.87,£93.95,£97.06,£100.16,£4.95
ECA,Malta,£35.62,£42.62,£48.38,£53.73,£58.60,£63.39,£68.15,£72.97,£77.74,£82.50,£86.91,£89.21,£91.45,£93.69,£95.98,£98.22,£100.46,£102.76,£105.00,£107.30,£109.54,£111.78,£114.07,£116.31,£118.55,£120.85,£123.09,£125.33,£127.62,£129.86,£4.78
ECA,Netherlands,£12.01,£12.88,£13.75,£14.75,£15.68,£16.53,£17.35,£18.22,£19.04,£19.86,£20.70,£21.55,£22.40,£23.22,£24.04,£24.88,£25.73,£26.54,£27.36,£28.21,£29.05,£29.90,£30.74,£31.56,£32.38,£33.20,£34.05,£34.87,£35.72,£36.56,£0.84
ECA,Norway,£22.11,£25.00,£27.90,£30.90,£33.86,£36.72,£39.56,£42.46,£45.29,£48.13,£50.99,£53.86,£56.73,£59.56,£62.40,£65.26,£68.13,£70.96,£73.80,£76.66,£79.53,£82.40,£85.27,£88.10,£90.93,£93.77,£96.63,£99.47,£102.33,£105.20,£2.86
ECA,Poland,£14.39,£16.17,£17.94,£19.84,£21.66,£23.41,£25.12,£26.89,£28.62,£30.33,£32.08,£33.81,£35.56,£37.27,£38.99,£40.73,£42.48,£44.20,£45.91,£47.66,£49.40,£51.14,£52.89,£54.60,£56.31,£58.03,£59.77,£61.49,£63.24,£64.98,£1.74
ECA,Portugal,£15.88,£19.38,£22.87,£26.48,£30.03,£33.49,£36.93,£40.41,£43.85,£47.28,£50.75,£54.21,£57.67,£61.10,£64.53,£68.00,£71.46,£74.89,£78.32,£81.79,£85.25,£88.72,£92.18,£94.19,£95.82,£97.38,£99.01,£100.69,£102.26,£103.88,£3.45
ECA,Azores,£15.88,£19.38,£22.87,£26.48,£30.03,£33.49,£36.93,£40.41,£43.85,£47.28,£50.75,£54.21,£57.67,£61.10,£64.53,£68.00,£71.46,£74.89,£78.32,£81.79,£85.25,£88.72,£92.18,£94.19,£95.82,£97.38,£99.01,£100.69,£102.26,£103.88,£3.45
ECA,Madeira,£15.88,£19.38,£22.87,£26.48,£30.03,£33.49,£36.93,£40.41,£43.85,£47.28,£50.75,£54.21,£57.67,£61.10,£64.53,£68.00,£71.46,£74.89,£78.32,£81.79,£85.25,£88.72,£92.18,£94.19,£95.82,£97.38,£99.01,£100.69,£102.26,£103.88,£3.45
ECA,Romania,£23.77,£26.88,£29.99,£33.22,£36.39,£39.47,£42.53,£45.64,£48.70,£51.74,£54.84,£57.92,£61.00,£64.05,£67.11,£70.19,£73.27,£76.33,£79.39,£82.47,£85.55,£88.64,£91.72,£94.77,£97.82,£100.88,£103.96,£107.02,£110.10,£113.19,£3.07
ECA,Slovakia,£15.67,£18.01,£20.36,£22.81,£25.21,£27.53,£29.81,£32.16,£34.44,£36.72,£39.04,£41.35,£43.67,£45.95,£48.23,£50.55,£52.86,£55.15,£57.42,£59.74,£62.06,£64.37,£66.68,£68.97,£71.25,£73.53,£75.85,£78.13,£80.45,£82.76,£2.31
ECA,Slovenia,£15.58,£17.70,£19.80,£22.02,£24.19,£26.26,£28.31,£30.42,£32.47,£34.52,£36.60,£38.67,£40.76,£42.81,£44.86,£46.93,£49.01,£51.06,£53.11,£55.19,£57.27,£59.35,£61.42,£63.47,£65.52,£67.57,£69.65,£71.70,£73.77,£75.86,£2.07
ECA,Spain,£18.13,£21.07,£24.01,£27.07,£30.06,£32.97,£35.86,£38.80,£41.68,£44.56,£47.48,£50.39,£53.29,£56.18,£59.06,£61.97,£64.88,£67.76,£70.65,£73.56,£76.46,£79.37,£82.29,£85.18,£88.05,£90.93,£93.84,£96.72,£99.64,£102.37,£2.90
ECA,Andorra,£18.13,£21.07,£24.01,£27.07,£30.06,£32.97,£35.86,£38.80,£41.68,£44.56,£47.48,£50.39,£53.29,£56.18,£59.06,£61.97,£64.88,£67.76,£70.65,£73.56,£76.46,£79.37,£82.29,£85.18,£88.05,£90.93,£93.84,£96.72,£99.64,£102.37,£2.90
ECA,Balearic Isles,£18.13,£21.07,£24.01,£27.07,£30.06,£32.97,£35.86,£38.80,£41.68,£44.56,£47.48,£50.39,£53.29,£56.18,£59.06,£61.97,£64.88,£67.76,£70.65,£73.56,£76.46,£79.37,£82.29,£85.18,£88.05,£90.93,£93.84,£96.72,£99.64,£102.37,£2.90
ECA,Canary Islands,£18.13,£21.07,£24.01,£27.07,£30.06,£32.97,£35.86,£38.80,£41.68,£44.56,£47.48,£50.39,£53.29,£56.18,£59.06,£61.97,£64.88,£67.76,£70.65,£73.56,£76.46,£79.37,£82.29,£85.18,£88.05,£90.93,£93.84,£96.72,£99.64,£102.37,£2.90
ECA,Sweden,£26.28,£28.18,£30.07,£32.09,£34.04,£35.91,£37.74,£39.65,£41.48,£43.32,£45.19,£47.06,£48.92,£50.77,£52.61,£54.48,£56.34,£58.18,£60.02,£61.89,£63.75,£65.62,£67.49,£69.33,£71.16,£73.01,£74.87,£76.72,£78.58,£80.45,£1.86
ECA,Switzerland,£19.45,£21.29,£23.13,£25.09,£26.98,£28.80,£30.58,£32.41,£34.19,£35.97,£37.79,£39.60,£41.41,£43.19,£44.97,£46.78,£48.60,£50.38,£52.16,£53.96,£55.78,£57.59,£59.39,£61.17,£62.97,£64.75,£66.55,£68.33,£70.15,£71.96,£1.80
ECA,Turkey,£27.66,£30.34,£33.02,£35.81,£38.54,£41.18,£43.80,£46.47,£49.09,£51.71,£54.35,£57.00,£59.64,£62.26,£64.87,£67.51,£70.17,£72.78,£75.40,£78.04,£80.68,£83.33,£85.97,£88.59,£91.20,£93.82,£96.47,£99.09,£101.73,£104.37,£2.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPA,Albania,£30.08,£37.66,£45.23,£52.91,£60.54,£68.09,£75.62,£83.19,£90.72,£98.24,£105.79,£113.34,£120.89,£128.42,£135.94,£143.49,£151.05,£158.57,£166.09,£173.65,£181.20,£188.75,£196.30,£203.82,£211.35,£218.87,£226.42,£233.95,£241.50,£249.05,£4.43
GPA,Algeria,£26.19,£33.28,£40.37,£47.57,£54.71,£61.78,£68.81,£75.90,£82.94,£89.98,£97.05,£104.11,£111.18,£118.21,£125.25,£132.32,£139.38,£146.42,£153.46,£160.52,£167.59,£174.65,£181.72,£188.76,£195.79,£202.83,£209.90,£216.94,£224.00,£231.07,£10.00
GPA,American Samoa,£23.77,£29.64,£35.51,£41.49,£47.41,£53.26,£59.08,£64.95,£70.77,£76.59,£82.43,£88.28,£94.12,£99.94,£105.76,£111.61,£117.45,£123.27,£129.09,£134.93,£140.78,£146.62,£152.47,£158.29,£164.11,£169.93,£175.77,£181.59,£187.44,£193.28,£16.53
GPA,Angola,£26.19,£33.28,£40.37,£47.57,£54.71,£61.78,£68.81,£75.90,£82.94,£89.98,£97.05,£104.11,£111.18,£118.21,£125.25,£132.32,£139.38,£146.42,£153.46,£160.52,£167.59,£174.65,£181.72,£188.76,£195.79,£202.83,£209.90,£216.94,£224.00,£231.07,£10.00
GPA,Anguilla,£31.42,£41.07,£50.71,£60.46,£70.15,£79.77,£89.36,£99.01,£108.60,£118.19,£127.81,£137.43,£147.04,£156.63,£166.23,£175.84,£185.46,£195.05,£204.65,£214.26,£223.88,£233.50,£243.12,£252.71,£262.30,£271.89,£281.51,£291.10,£300.72,£310.34,£11.63
GPA,Antigua & Barbuda,£31.42,£41.07,£50.71,£60.46,£70.15,£79.77,£89.36,£99.01,£108.60,£118.19,£127.81,£137.43,£147.04,£156.63,£166.23,£175.84,£185.46,£195.05,£204.65,£214.26,£223.88,£233.50,£243.12,£252.71,£262.30,£271.89,£281.51,£291.10,£300.72,£310.34,£11.63
GPA,Argentina,£33.56,£42.48,£51.39,£60.42,£69.39,£78.28,£87.14,£96.06,£104.93,£113.79,£122.68,£131.58,£140.47,£149.33,£158.20,£167.09,£175.98,£184.85,£193.71,£202.61,£210.45,£215.30,£220.20,£225.15,£230.00,£234.90,£239.80,£244.70,£249.60,£254.50,£8.88
GPA,Armenia,£30.08,£37.66,£45.23,£52.91,£60.54,£68.09,£75.62,£83.19,£90.72,£98.24,£105.79,£113.34,£120.89,£128.42,£135.94,£143.49,£151.05,£158.57,£166.09,£173.65,£181.20,£188.75,£196.30,£203.82,£211.35,£218.87,£226.42,£233.95,£241.50,£249.05,£4.43
GPA,Aruba,£31.42,£41.07,£50.71,£60.46,£70.15,£79.77,£89.36,£99.01,£108.60,£118.19,£127.81,£137.43,£147.04,£156.63,£166.23,£175.84,£185.46,£195.05,£204.65,£214.26,£223.88,£233.50,£243.12,£252.71,£262.30,£271.89,£281.51,£291.10,£300.72,£310.34,£11.63
GPA,Ascension Island,£31.42,£41.07,£50.71,£60.46,£70.15,£79.77,£89.36,£99.01,£108.60,£118.19,£127.81,£137.43,£147.04,£156.63,£166.23,£175.84,£185.46,£195.05,£204.65,£214.26,£223.88,£233.50,£243.12,£252.71,£262.30,£271.89,£281.51,£291.10,£300.72,£310.34,£11.63
GPA,Australia (Inc Island Territories),£22.34,£33.36,£44.37,£55.49,£66.56,£77.55,£88.52,£99.53,£110.50,£121.46,£128.65,£134.45,£140.35,£146.15,£152.05,£157.70,£163.40,£169.10,£174.75,£180.45,£186.10,£191.80,£197.50,£203.15,£208.80,£214.55,£220.20,£225.85,£231.55,£237.25,£10.98
