service_code,service_name,carrier_service_code,service_register_code,features,zone_label,country_codes,min_weight,max_weight,zone_min_weight,zone_max_weight,max_length,max_width,max_height,rate,cost,zone_id,postal_codes,cities,active,currency,weight_unit,dimension_unit,transit_days,domicile,international,included_compensation,package_format_identifier,notes,meta_source_url,meta_effective_date,veryfy price,fuel_energy_surcharge_percentage,green_surcharge_amount,peak_surcharge_amount,peak_surcharge_start_date,peak_surcharge_end_date,signature_surcharge_amount,age_verification_surcharge_amount,id_verification_surcharge_amount,signature_surcharge_letter_amount,signature_surcharge_large_letter_amount,signature_surcharge_parcel_amount
royal_mail_international_standard_large_letter,International Standard Large Letter,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,750,0,100.001,353,250,25,4.50,4.50,world_zone_2,,,True,GBP,G,MM,7,False,True,20,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_large_letter,International Standard Large Letter,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,750,100,250.001,353,250,25,8.75,8.75,world_zone_2,,,True,GBP,G,MM,7,False,True,20,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_large_letter,International Standard Large Letter,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,750,250,500.001,353,250,25,13.05,13.05,world_zone_2,,,True,GBP,G,MM,7,False,True,20,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_large_letter,International Standard Large Letter,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,750,500,750.001,353,250,25,16.40,16.40,world_zone_2,,,True,GBP,G,MM,7,False,True,20,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_large_letter,International Standard Large Letter,OLA,01,b2c:b2b,World Zone 3,US,0.001,750,0,100.001,353,250,25,4.50,4.50,world_zone_3,,,True,GBP,G,MM,7,False,True,20,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_large_letter,International Standard Large Letter,OLA,01,b2c:b2b,World Zone 3,US,0.001,750,100,250.001,353,250,25,7.65,7.65,world_zone_3,,,True,GBP,G,MM,7,False,True,20,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_large_letter,International Standard Large Letter,OLA,01,b2c:b2b,World Zone 3,US,0.001,750,250,500.001,353,250,25,11.35,11.35,world_zone_3,,,True,GBP,G,MM,7,False,True,20,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_large_letter,International Standard Large Letter,OLA,01,b2c:b2b,World Zone 3,US,0.001,750,500,750.001,353,250,25,17.20,17.20,world_zone_3,,,True,GBP,G,MM,7,False,True,20,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,2000,0,100.001,600,600,600,6.60,6.60,europe_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,2000,100,250.001,600,600,600,6.60,6.60,europe_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,2000,250,500.001,600,600,600,8.80,8.80,europe_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,2000,500,750.001,600,600,600,10.25,10.25,europe_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,2000,750,1000.001,600,600,600,10.95,10.95,europe_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,2000,1000,1250.001,600,600,600,11.80,11.80,europe_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,2000,1250,1500.001,600,600,600,11.80,11.80,europe_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 1,IE:FR:DE:DK:MC,0.001,2000,1500,2000.001,600,600,600,12.00,12.00,europe_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,2000,0,100.001,600,600,600,7.20,7.20,europe_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,2000,100,250.001,600,600,600,7.20,7.20,europe_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,2000,250,500.001,600,600,600,9.70,9.70,europe_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,2000,500,750.001,600,600,600,11.35,11.35,europe_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,2000,750,1000.001,600,600,600,12.10,12.10,europe_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,2000,1000,1250.001,600,600,600,12.45,12.45,europe_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,2000,1250,1500.001,600,600,600,12.45,12.45,europe_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,2000,1500,2000.001,600,600,600,13.15,13.15,europe_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,2000,0,100.001,600,600,600,7.95,7.95,europe_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,2000,100,250.001,600,600,600,7.95,7.95,europe_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,2000,250,500.001,600,600,600,10.95,10.95,europe_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,2000,500,750.001,600,600,600,13.10,13.10,europe_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,2000,750,1000.001,600,600,600,15.15,15.15,europe_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,2000,1000,1250.001,600,600,600,16.75,16.75,europe_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,2000,1250,1500.001,600,600,600,17.95,17.95,europe_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,2000,1500,2000.001,600,600,600,18.45,18.45,europe_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 1,,0.001,2000,0,100.001,600,600,600,9.70,9.70,world_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 1,,0.001,2000,100,250.001,600,600,600,9.70,9.70,world_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 1,,0.001,2000,250,500.001,600,600,600,15.75,15.75,world_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 1,,0.001,2000,500,750.001,600,600,600,19.45,19.45,world_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 1,,0.001,2000,750,1000.001,600,600,600,23.00,23.00,world_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 1,,0.001,2000,1000,1250.001,600,600,600,25.65,25.65,world_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 1,,0.001,2000,1250,1500.001,600,600,600,28.00,28.00,world_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 1,,0.001,2000,1500,2000.001,600,600,600,29.45,29.45,world_zone_1,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,2000,0,100.001,600,600,600,10.80,10.80,world_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,2000,100,250.001,600,600,600,10.80,10.80,world_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,2000,250,500.001,600,600,600,17.75,17.75,world_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,2000,500,750.001,600,600,600,21.85,21.85,world_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,2000,750,1000.001,600,600,600,26.20,26.20,world_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,2000,1000,1250.001,600,600,600,30.20,30.20,world_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,2000,1250,1500.001,600,600,600,34.25,34.25,world_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,2000,1500,2000.001,600,600,600,36.45,36.45,world_zone_2,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 3,US,0.001,2000,0,100.001,600,600,600,13.50,13.50,world_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 3,US,0.001,2000,100,250.001,600,600,600,13.50,13.50,world_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 3,US,0.001,2000,250,500.001,600,600,600,19.40,19.40,world_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 3,US,0.001,2000,500,750.001,600,600,600,22.90,22.90,world_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_standard_small_parcel,International Standard Small Parcel,OLA,01,b2c:b2b,World Zone 3,US,0.001,2000,750,1000.001,600,600,600,26.30,26.30,world_zone_3,,,True,GBP,G,MM,7,False,True,20,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-standard,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
